season,fbrefSeason,league,sourceFile,Player,Squad,ScreenshotSource,statType,Pos,90s,Gls,Sh,SoT,PK,PKatt,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,CS,CS%,Ast,CrdY,CrdR
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Lucas Beraldo,Paris SG,true,shooting,,16.4,2,14,4,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Khvicha Kvaratskhelia,Paris SG,true,shooting,,15.8,8,65,29,1,1,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,D̩sir̩ Dous,Paris SG,true,shooting,,15,7,55,19,0,1,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Achraf Hakimi,Paris SG,true,shooting,,15.3,2,27,9,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Matvei Safonov,Paris SG,true,shooting,,14,0,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,so Neves,Paris SG,true,shooting,,14,5,26,6,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Nuno Mendes,Paris SG,true,shooting,,14,4,30,15,1,1,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Goncalo Ramos,Paris SG,true,shooting,,13.9,6,57,25,1,2,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Fabi̩n Ruiz Pefia,Paris SG,true,shooting,,11.6,1,18,4,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Jousmane Demb̩l̩,Paris SG,true,shooting,,11.5,10,45,18,2,3,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Ibrahim Mbave,Paris SG,true,shooting,,10.8,3,23,10,0,,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,marquinhos,Paris SG,true,shooting,,10.7,0,2,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Dro Fer̩ndez,Paris SG,true,shooting,,7.1,,1,9,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,luentin N̩jantou,Paris SG,true,shooting,MERA,4,1,9,3,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Renato Marin,Paris SG,true,shooting,,2,0,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Pierre Mounguengue,Paris SG,true,shooting,,0.2,0,2,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Dimitri Lucea,Paris SG,true,shooting,,0.2,,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Mathis Jangeal,Paris SG,true,shooting,,0.1,0,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,Ligue 1,Screenshot 2026-05-14 133148.png,Noah Nsoki,Paris SG,true,shooting,,0.1,0,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,tan Oblak,Ath Madrid,true,standard,GK,29,0,,,0,0,29,29,2610,,,,,,,,0,0,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,David Hancko,Ath Madrid,true,standard,OF,25.4,0,,,0,0,28,25,2287,,,,,,,,2,2,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Marcos Lrente,Ath Madrid,true,standard,DFMF,23.2,0,,,0,0,28,24,2091,,,,,,,,4,7,1
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Giuliano Simeone,Ath Madrid,true,standard,MF,22.3,4,,,0,0,29,23,2009,,,,,,,,6,1,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,IKoke,Ath Madrid,true,standard,mr,22.7,2,,,0,0,32,22,2039,,,,,,,,2,6,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,uli̩n Awarez,Ath Madrid,true,standard,FW,21.1,8,,,2,3,29,22,1895,,,,,,,,4,2,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Alexander Sorioth,Ath Madrid,true,standard,FW,21.2,13,,,0,0,33,20,1905,,,,,,,,0,4,1
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Pablo Barrios,Ath Madrid,true,standard,mr,18.5,1,,,0,0,23,20,1661,,,,,,,,1,0,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Matteo Rusgeri,Ath Madrid,true,standard,OF,18.2,0,,,0,0,24,19,1639,,,,,,,,3,4,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Alex Baena,Ath Madrid,true,standard,mrrw,16,2,,,0,0,25,19,1440,,,,,,,,3,0,12
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Nicolas Gonzalez,Ath Madrid,true,standard,MFOF,16.1,5,,,0,0,24,18,1448,,,,,,,,0,4,1
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Robin LeNormand,Ath Madrid,true,standard,OF,18.9,1,,,0,0,27,16,1699,,,,,,,,1,4,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Cl̩ment Lenclet,Ath Madrid,true,standard,OF,14.1,0,,,0,0,17,16,1273,,,,,,,,1,6,1
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,IThiago Almada,Ath Madrid,true,standard,MFFW,14.1,3,,,0,0,26,16,1266,,,,,,,,1,2,1
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Nahuel Moling,Ath Madrid,true,standard,DRMF,14.8,2,,,0,0,26,13,1331,,,,,,,,2,4,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Marc Pubill,Ath Madrid,true,standard,or,13.8,0,,,0,0,17,13,1246,,,,,,,,1,2,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Jos̩ Maria Gim̩nez,Ath Madrid,true,standard,OF,0.1,1,,,6,3,16,131178,13.1,,,,,,,,1,6,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,JJohnny Cardoso,Ath Madrid,true,standard,MF,9.9,0,,,0,0,15,12,887,,,,,,,,0,5,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Antoine Griezmann,Ath Madrid,true,standard,FW,14.5,7,,,0,1,32,11,1301,,,,,,,,2,0,0.48
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,JRodrigo Mendoza,Ath Madrid,true,standard,MF,4.8,0,,,0,2,8,8,434,,,,,,,,1,0,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Ademols Lookmsn,Ath Madrid,true,standard,FWMF,5.5,3,,,1,41,10,7,495,,,,,,,,0,1,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Obed vargas,Ath Madrid,true,standard,MF,0.7,0,,,0,2,10,6,59,,,,,,,,1,0,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,JConor Gallagher,Ath Madrid,true,standard,MF,7.5,2,,,0,0,19,4,679,,,,,,,,0,2,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,avier Bofiar,Ath Madrid,true,standard,or,3,1,,,0,0,3,3,269,,,,,,,,0,0,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,lRayaneBelaid,Ath Madrid,true,standard,MFW,1.5,0,,,0,0,2,2,132,,,,,,,,0,0,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Giacomo Raspadori,Ath Madrid,true,standard,FW,2.6,0,,,0,0,12,1,236,,,,,,,,1,1,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133905.png,Savi Morcillo,Ath Madrid,true,standard,mF,1.2,0,,,0,0,3,1,112,,,,,,,,0,1,0
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133957.png,tan Oblak WimsvN,Ath Madrid,true,goalkeeping,GK,29,,,,,,29,29,2610,31,1.07,93,64,688,10,345,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 133957.png,juan Musso SELARG,Ath Madrid,true,goalkeeping,GK,7,,,,,,7,7,630,8,114,25,19,760,3,429,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,tan Oblak,Ath Madrid,true,shooting,GK,29,0,0,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,David Hancko,Ath Madrid,true,shooting,DF,25.5,0,20,5,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Marcos Lorente,Ath Madrid,true,shooting,DFM,23.2,0,18,6,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Giuliano Simeone,Ath Madrid,true,shooting,MF,22.3,4,34,13,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,IKoke,Ath Madrid,true,shooting,Mr,22.7,2,12,4,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,juli̩n Awarez,Ath Madrid,true,shooting,FW,21.1,8,54,26,2,3,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Alexander Sorioth,Ath Madrid,true,shooting,FW,21.2,13,66,34,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Pablo Barrios,Ath Madrid,true,shooting,MF,18.5,1,23,6,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Matteo Ruggeri,Ath Madrid,true,shooting,DF,18.2,0,5,2,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Alex Baena,Ath Madrid,true,shooting,mrFw,16,2,24,6,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Nicolas Gonzalez,Ath Madrid,true,shooting,MFOF,16.1,5,43,21,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Robin LeNormand,Ath Madrid,true,shooting,OF,18.9,1,6,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,ci̩mentLenglet,Ath Madrid,true,shooting,DF,14.1,0,4,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Thiago Almada,Ath Madrid,true,shooting,MFFW,14.1,3,21,10,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,NahuelMoling,Ath Madrid,true,shooting,DRMF,14.8,2,14,4,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Marc Pubill,Ath Madrid,true,shooting,or,13.8,0,98,3,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Jos̩ Maria Gim̩nez,Ath Madrid,true,shooting,OF,13.1,0,13,3,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,JJohnny Cardoso,Ath Madrid,true,shooting,MF,9.9,0,2,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Jantoine Griezmann,Ath Madrid,true,shooting,FW,14.5,7,41,22,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,lRodrigo Mendoza,Ath Madrid,true,shooting,MF,4.8,0,6,2,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,uan Musso,Ath Madrid,true,shooting,ck,7,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,JAdemola Lookman,Ath Madrid,true,shooting,FW.MF,5.5,3,18,4,1,1,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,JObed Vargas,Ath Madrid,true,shooting,mF,6.6,0,3,0,0,,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Conor Gallacher,Ath Madrid,true,shooting,MF,7.5,2,13,5,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,sulio Diaz,Ath Madrid,true,shooting,pr,3.4,0,1,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,avier Bofiar,Ath Madrid,true,shooting,pr,3,1,2,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,lRayaneBelaid,Ath Madrid,true,shooting,MRFW,1.5,0,4,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,JGiacomo Raspadori,Ath Madrid,true,shooting,FW,2.6,0,7,3,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Savi Gal̩n,Ath Madrid,true,shooting,oF,1.5,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134005.png,Savi Morcillo,Ath Madrid,true,shooting,MF,1.2,0,2,0,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134011.png,iker Luque,Ath Madrid,true,shooting,DF,0.3,1,30,2,0,0,,,,,,,,,,,,,
2025-26,2025-2026,La Liga,Screenshot 2026-05-14 134011.png,Aleks Puric,Ath Madrid,true,shooting,DF,0,0,9,0,0,,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,David Rave,Arsenal,true,standard,cx,36,0,,,0,0,36,35,3240,,,,,,,,0,1,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Declan Rice,Arsenal,true,standard,MF,33.4,4,,,0,0,35,34,3004,,,,,,,,5,3,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Martin Zubimendi,Arsenal,true,standard,MF,32.2,5,,,0,0,36,33,2901,,,,,,,,1,4,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Gabriel Magalhges,Arsenal,true,standard,DF,29.1,3,,,0,0,30,29,2616,,,,,,,,4,4,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Wiliam sabe,Arsenal,true,standard,DF,28,1,,,0,0,30,29,2524,,,,,,,,0,2,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Jurri̩n Timber,Arsenal,true,standard,DF,27.3,3,,,5,0,30,28,2454,,,,,,,,5,0.11,0.18
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Viktor Gy̩keres,Arsenal,true,standard,FW,24.4,14,,,3,3,34,26,2198,,,,,,,,1,5,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Bukayo Saka,Arsenal,true,standard,FwMF,23.7,7,,,21,1,30,24,2132,,,,,,,,4,2,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Leandro Trossard,Arsenal,true,standard,FWMF,21.2,6,,,0,0,30,20,1911,,,,,,,,6,2,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Eberechi Eze,Arsenal,true,standard,mrFW,19.2,7,,,0,0,30,20,1724,,,,,,,,2,4,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Riccardo Calafiori,Arsenal,true,standard,DF,17.6,1,,,0,0,24,20,1583,,,,,,,,2,5,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,PieroHincepi̩,Arsenal,true,standard,DF,18.7,1,,,0,0,23,19,1683,,,,,,,,2,2,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Martin Odegaard,Arsenal,true,standard,MF,14.2,1,,,0,0,23,15,1280,,,,,,,,6,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Noni Madueke,Arsenal,true,standard,FWMF,12.5,2,,,0,0,25,15,1129,,,,,,,,1,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Mikel Merino,Arsenal,true,standard,MRF,11.2,4,,,0,0,21,10,1007,,,,,,,,3,1,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Gabriel Martineli,Arsenal,true,standard,FWMF,11,1,,,0,0,28,10,990,,,,,,,,3,3,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Ben White,Arsenal,true,standard,oF,7.8,0,,,0,0,12,9,702,,,,,,,,1,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Cristhian Mosquere,Arsenal,true,standard,oF,0.2,0,,,0,0,18,7,14,,,,,,,,0,4,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,kai Havertz,Arsenal,true,standard,mprw,5.2,1,,,0,0,10,6,464,,,,,,,,2,0,39
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Myles Lewis-Skelly,Arsenal,true,standard,MFDF,6.7,0,,,0,0,18,4,601,,,,,,,,0,3,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,GebrielJesus,Arsenal,true,standard,Fw,3.9,2,,,0,0,13,2,355,,,,,,,,0,2,0.51
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Ethan Nwanei,Arsenal,true,standard,MF,1.9,0,,,0,0,6,0,171,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Max Dowman,Arsenal,true,standard,mF,0.1,0,,,0,0,5,9,11,,,,,,,,1,0,0.94
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134415.png,Christian Norgzard,Arsenal,true,standard,MF,0.7,0,,,0,0,6,0,61,,,,,,,,0,0,0
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,David Rave,Arsenal,true,shooting,cx,36,0,0,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,William Saliba,Arsenal,true,shooting,DF,28,1,5,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,urrien Timber,Arsenal,true,shooting,DF,27.3,3,25,7,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Viktor Gvokeres,Arsenal,true,shooting,FW,24.4,14,54,22,3,3,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Bukayo Saka,Arsenal,true,shooting,FWMF,23.7,7,68,27,1,1,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Leandro Trossard,Arsenal,true,shooting,FWMF,21.2,6,51,15,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Eberechi Eze,Arsenal,true,shooting,MrFw,19.2,7,53,15,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Riccardo Calafiori,Arsenal,true,shooting,DF,17.6,1,32,8,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,PieroHincepi̩,Arsenal,true,shooting,DF,18.7,1,2,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Martin Gdegaard,Arsenal,true,shooting,MF,14.2,1,21,8,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Noni Madueke,Arsenal,true,shooting,FwMF,12.5,2,21,7,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Mikel Merino,Arsenal,true,shooting,mrrw,11.2,4,21,8,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Gabriel Martineli,Arsenal,true,shooting,FWMF,11,1,28,12,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Ben White,Arsenal,true,shooting,DF,7.8,0,5,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,lCristhian Mosquera,Arsenal,true,shooting,OF,9,0,1,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Kai Havertz,Arsenal,true,shooting,merw,5.2,1,12,3,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Myles Lewis-Skelly,Arsenal,true,shooting,MFDF,6.7,0,2,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Gabriel Jesus,Arsenal,true,shooting,FW,3.9,2,15,10,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Ethan Nwaneri,Arsenal,true,shooting,MF,1.9,0,6,0,,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,MaxDowman,Arsenal,true,shooting,MF,1.1,1,6,1,0,0,,,,,,,,,,,,,
2025-26,2025-2026,EPL,Screenshot 2026-05-14 134503.png,Christian Norgaard,Arsenal,true,shooting,MF,0.7,0,1,1,0,0,,,,,,,,,,,,,